Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,TotalBathrooms,HouseAge,RemodAge,GarageAge,OverallScore,SFPerRoom,GarageAreaPerCar,LotAreaPerSF,TotalPorchSF,HasPool,HasFireplace,HasBsmt,HasGarage,HasMasVnr,SalePrice_log
367,2.995732273553991,3,4.290459441148391,9.159047077588632,1,1,0,3,0,4,0,12,2,2,0,2,6,5,1963,1963,1,1,9,10,1,5.5134287461649825,3,3,1,4,3,3,1,6.413458957167357,6,0.0,6.666956792429207,1394.0,1,4,1,4,7.2399325913204695,0.0,0.0,7.2399325913204695,1,0.0,1,1,3,0.6931471805599453,3,6,6,2,4,1,1963.0,2,2,514,3,3,2,0.0,4.343805421853684,0.0,0.0,5.225746673713202,0.0,0,4,1,0.0,7,2009,8,4,159000.0,7.933079771880415,3,46,46,3.8501476017100584,11,5.448173122092414,257.0,1.919114486268163,5.568344503761097,0.0,1,0.6931471805599453,0.6931471805599453,1,11.976665770490767
368,4.382026634673881,3,4.61512051684126,9.121509158269568,1,1,0,3,0,0,0,12,2,2,0,7,6,5,1962,1962,1,5,9,10,1,5.723585101952381,3,3,1,4,3,1,2,5.918893854273146,6,0.0,6.591673732008658,1099.0,1,4,1,4,7.266128779556451,0.0,0.0,7.266128779556451,0,0.6931471805599453,1,0,3,0.6931471805599453,3,6,6,1,4,2,1962.0,2,1,296,3,3,2,4.174387269895637,4.709530201312334,0.0,0.0,0.0,0.0,0,4,1,0.0,12,2008,8,4,165000.0,7.835974581721566,2,46,46,3.8501476017100584,11,5.474369310328396,296.0,1.8553803787131162,5.1647859739235145,0.0,1,0.6931471805599453,0.6931471805599453,1,12.013706813470414
369,2.995732273553991,3,4.356708826689592,8.961879012677683,1,1,3,3,0,4,0,12,2,2,0,2,5,6,1954,1954,1,1,6,6,1,5.303304908059076,3,3,2,3,3,3,3,6.293419278846481,6,0.0,6.591673732008658,1268.0,1,4,1,4,7.145196134997171,0.0,0.0,7.145196134997171,0,0.0,1,0,2,0.6931471805599453,3,7,6,1,4,1,1954.0,0,1,244,3,3,2,0.0,4.59511985013459,0.0,0.0,0.0,0.0,0,4,1,0.0,3,2010,8,4,132000.0,7.8383433155571165,1,56,56,4.04305126783455,11,5.199285985941858,244.0,1.816682877680512,4.59511985013459,0.0,1,0.6931471805599453,0.6931471805599453,1,11.790564777297387
370,2.995732273553991,3,4.290459441148391,9.193194213141211,1,1,0,3,0,0,0,12,2,2,0,2,5,7,1959,2006,1,1,13,14,2,0.0,3,4,1,3,3,3,0,4.290459441148391,5,5.556828061699537,6.598509028614515,1063.0,1,5,1,4,7.160069207596127,0.0,0.0,7.160069207596127,1,0.0,1,0,3,0.6931471805599453,4,7,6,1,4,5,1997.0,0,2,576,3,3,2,5.8998973535824915,2.8903717578961645,0.0,0.0,5.209486152841421,0.0,0,4,1,0.0,3,2010,8,4,162000.0,7.762170607138205,2,51,4,2.6390573296152584,12,5.2141590585408135,288.0,2.0331250055450854,6.335054251498059,0.0,1,0.6931471805599453,0.6931471805599453,0,11.995357787034976
371,4.0943445622221,3,4.174387269895637,9.002208578282412,1,1,0,3,0,4,0,8,2,2,0,5,6,5,2000,2000,1,1,12,13,2,0.0,3,3,2,4,3,3,6,0.0,6,0.0,6.860663671448287,953.0,1,5,1,4,6.859614903654202,6.568077911411976,0.0,7.416979621381154,0,0.0,2,1,3,0.6931471805599453,3,7,6,1,3,1,2000.0,2,2,460,3,3,2,4.61512051684126,3.713572066704308,0.0,0.0,0.0,0.0,0,4,1,0.0,1,2006,8,4,172400.0,7.869783902530146,3,6,6,1.9459101490553132,11,5.471069472325841,230.0,1.585228956901257,4.948759890378168,0.0,1,0.6931471805599453,0.6931471805599453,0,12.057578437658945
372,3.912023005428146,3,4.382026634673881,9.748002649695733,1,1,3,3,0,4,0,4,1,2,0,0,4,4,1959,1959,1,1,14,10,2,0.0,3,3,1,0,0,4,4,0.0,4,0.0,0.0,0.0,1,3,1,4,7.02108396428914,6.150602768446279,0.0,7.370230641807081,0,0.0,2,0,4,0.6931471805599453,3,7,3,1,4,5,1991.0,0,2,680,3,3,0,0.0,4.0943445622221,0.0,0.0,0.0,0.0,0,4,1,0.0,7,2008,8,4,134432.0,7.370230641807081,2,49,49,2.8903717578961645,8,5.424320492751768,340.0,2.377772007888652,4.0943445622221,0.0,1,0.0,0.6931471805599453,0,11.808821212646512
373,4.787491742782046,3,3.912023005428146,8.878358040627822,1,1,3,3,0,4,0,20,2,2,4,2,6,5,1984,1984,1,1,9,10,2,0.0,3,3,1,4,3,3,0,6.436150368369428,3,4.804021044733257,0.0,744.0,1,3,1,4,6.62273632394984,0.0,0.0,6.62273632394984,1,0.0,1,0,2,0.6931471805599453,3,4,6,0,0,1,1984.0,3,1,264,3,3,2,5.869296913133774,0.0,0.0,0.0,4.51085950651685,0.0,0,2,1,0.0,2,2010,8,4,125000.0,7.310550158534422,2,26,26,3.295836866004329,11,5.236441962829949,264.0,2.255621716677982,6.095824562432225,0.0,0,0.6931471805599453,0.6931471805599453,0,11.736077016252437
374,2.995732273553991,3,4.3694478524670215,9.271811694064283,1,1,3,3,0,4,0,12,2,2,0,2,5,6,1953,1953,1,1,8,8,2,0.0,3,3,2,3,3,3,1,6.061456918928017,3,5.198497031265826,0.0,608.0,1,3,1,4,7.1846291527173145,0.0,0.0,7.1846291527173145,1,0.0,1,0,3,0.6931471805599453,3,5,3,0,0,1,1953.0,3,1,270,3,3,2,4.204692619390966,0.0,0.0,0.0,0.0,0.0,0,1,1,0.0,11,2009,8,4,123000.0,7.563719668414366,2,56,56,4.04305126783455,11,5.575191240283214,270.0,2.0871825413469693,4.204692619390966,0.0,0,0.6931471805599453,0.6931471805599453,0,11.719947764402807
375,4.0943445622221,3,4.174387269895637,9.011889433252344,1,1,3,3,0,4,0,5,2,2,0,5,7,5,2003,2004,1,1,12,13,2,0.0,4,3,2,4,3,3,6,0.0,6,0.0,6.742880635791903,847.0,1,5,1,4,6.741700694652055,6.9865664594064265,0.0,7.564238475170491,0,0.0,2,1,4,0.6931471805599453,4,8,6,1,4,3,2003.0,0,2,434,3,3,2,4.61512051684126,3.8918202981106265,0.0,0.0,0.0,0.0,0,4,1,0.0,7,2007,8,4,219500.0,7.928406026180535,3,4,3,1.6094379124341003,12,5.484796933490655,217.0,1.4476509580818535,5.003946305945459,0.0,1,0.6931471805599453,0.6931471805599453,0,12.299112067295642
376,3.4011973816621555,3,4.182050142641207,9.212338374638856,1,1,0,2,0,4,2,7,2,2,0,2,1,1,1922,1950,1,1,13,14,2,0.0,2,2,0,2,1,1,1,5.860786223465865,6,0.0,5.811140992976701,683.0,1,4,0,0,6.806829360392176,0.0,0.0,6.806829360392176,1,0.0,0,1,1,0.6931471805599453,2,4,0,0,0,6,0.0,1,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0,4,1,0.0,3,2009,8,4,61000.0,7.369600720526409,2,87,59,7.605890001053122,2,5.420534999272286,0.0,2.4055090142466793,0.0,0.0,0,0.6931471805599453,0.0,0,11.0186455364637
377,4.442651256490317,3,4.04305126783455,9.087720658428273,1,1,0,3,0,1,0,5,2,2,0,6,5,5,1996,1996,1,1,12,13,2,0.0,4,3,2,4,3,0,2,5.700443573390687,6,0.0,6.35088571671474,870.0,1,5,1,4,6.81783057145415,0.0,0.0,6.81783057145415,0,0.0,1,0,2,0.6931471805599453,3,5,6,0,0,5,1998.0,3,2,576,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0,4,1,0.0,7,2006,8,4,148000.0,7.486613313139955,1,10,10,2.1972245773362196,10,5.20839265902005,288.0,2.2698900869741223,0.0,0.0,0,0.6931471805599453,0.6931471805599453,0,11.904974309480183
378,4.0943445622221,1,4.624972813284271,9.318566777047053,1,1,0,3,0,0,0,21,2,2,0,5,8,5,2004,2005,1,1,5,5,2,0.0,4,3,2,4,3,3,6,0.0,6,0.0,7.365812837209472,1580.0,1,5,1,4,7.365180126021013,6.787844982309579,0.0,7.81035268372429,0,0.0,3,0,4,0.6931471805599453,4,8,6,1,4,1,2004.0,2,2,610,3,3,2,5.075173815233827,5.3706380281276624,0.0,0.0,0.0,0.0,0,4,1,0.0,12,2007,8,4,340000.0,8.305484017727691,3,3,2,1.3862943611198906,13,5.730911142044453,305.0,1.5082140933227643,5.924255797414532,0.0,1,0.6931471805599453,0.6931471805599453,0,12.73670383776449
379,2.995732273553991,3,4.477336814478207,9.34084218004034,1,1,3,3,0,0,0,22,2,2,0,2,9,2,2010,2010,3,1,12,13,3,5.860786223465865,4,3,2,5,3,0,2,7.27655640271871,6,0.0,6.021023349349527,1856.0,1,5,1,4,7.526178913346146,0.0,0.0,7.526178913346146,1,0.0,1,1,1,0.6931471805599453,5,8,6,1,5,1,2010.0,0,3,834,3,3,2,4.736198448394496,0.0,0.0,0.0,0.0,0.0,0,4,1,0.0,6,2010,6,5,394432.0,8.21932609390609,3,0,0,0.0,11,5.44673737166631,278.0,1.8146632666941949,4.736198448394496,0.0,1,0.6931471805599453,0.6931471805599453,1,12.885204569609956
380,4.0943445622221,3,4.0943445622221,9.002454823050954,1,1,0,3,0,4,0,8,6,2,0,5,6,5,2000,2000,1,1,12,13,1,2.833213344056216,3,3,2,4,3,3,6,0.0,6,0.0,6.890609120147166,982.0,1,5,1,4,6.914730892718563,6.677083461247136,0.0,7.495541943884256,0,0.0,2,1,3,0.6931471805599453,3,7,6,1,3,1,2000.0,0,2,463,3,3,2,4.61512051684126,4.1588830833596715,0.0,0.0,0.0,0.0,0,4,1,0.0,6,2009,8,4,179000.0,7.930925372483388,3,9,9,2.302585092994046,11,5.549631794828943,231.5,1.506912879166698,5.099866427824199,0.0,1,0.6931471805599453,0.6931471805599453,1,12.095146671399466
381,3.912023005428146,3,3.912023005428146,8.517193191416238,1,2,3,3,0,4,0,18,2,2,0,0,5,6,1924,1950,1,1,3,14,2,0.0,3,3,0,3,3,3,3,5.389071729816501,6,0.0,6.695798917058491,1026.0,1,3,1,4,6.933423025730715,6.501289670540389,0.0,7.43307534889858,0,0.0,2,0,3,0.6931471805599453,4,6,6,1,4,5,1924.0,3,1,308,3,3,2,0.0,0.0,5.493061443340548,0.0,0.0,0.0,0,4,1,0.0,5,2010,8,4,127000.0,7.907283609426348,2,86,60,4.465908118654584,11,5.641315879670525,308.0,1.0841178425176572,5.493061443340548,0.0,1,0.6931471805599453,0.6931471805599453,0,11.751950239425476
382,2.995732273553991,1,4.0943445622221,8.881836305004146,1,2,3,3,0,4,0,21,2,2,0,2,7,5,2006,2006,1,1,12,13,2,0.0,4,3,2,4,4,3,6,0.0,6,0.0,7.165493475060845,1293.0,1,5,1,4,7.170888478512505,0.0,0.0,7.170888478512505,1,0.0,2,0,2,0.6931471805599453,4,5,6,1,4,1,2006.0,2,2,572,3,3,2,5.37989735354046,4.804021044733257,0.0,0.0,0.0,0.0,0,4,1,0.0,8,2006,6,5,187750.0,7.860956364876389,3,0,0,0.0,12,5.561450566078405,286.0,1.7109478264916413,5.823045895483019,0.0,1,0.6931471805599453,0.6931471805599453,0,12.142871895843887
383,4.0943445622221,3,4.3694478524670215,9.131838143821225,1,1,0,3,0,4,0,5,2,2,0,5,7,5,2006,2006,1,1,12,13,2,0.0,4,3,2,4,3,0,6,0.0,6,0.0,6.84587987526405,939.0,1,5,1,4,6.844815479208263,6.755768921984255,0.0,7.493873886783559,0,0.0,2,1,3,0.6931471805599453,4,8,6,0,0,1,2006.0,2,2,639,3,3,2,4.976733742420574,3.9889840465642745,0.0,0.0,0.0,0.0,0,4,1,0.0,4,2007,8,4,213500.0,7.914252278742441,3,1,1,0.6931471805599453,12,5.414432345103723,319.5,1.6379642570376662,5.288267030694535,0.0,0,0.6931471805599453,0.6931471805599453,0,12.271396795480596
384,3.8066624897703196,2,4.0943445622221,9.104979856318357,1,1,3,3,0,0,0,20,2,2,0,1,6,3,1928,1950,1,1,13,14,2,0.0,3,3,0,2,2,3,6,0.0,6,0.0,6.665683717782408,784.0,1,3,0,0,6.664409020350408,0.0,0.0,6.664409020350408,0,0.0,1,0,2,0.6931471805599453,3,5,6,0,0,5,1950.0,3,2,360,2,2,0,0.0,0.0,4.5217885770490405,0.0,0.0,0.0,0,4,1,0.0,10,2009,8,4,76000.0,7.357556200910353,1,81,59,4.0943445622221,9,5.054971107916307,180.0,2.4405708359679483,4.5217885770490405,0.0,0,0.6931471805599453,0.6931471805599453,0,11.23850177707664
385,4.0943445622221,3,4.382026634673881,10.880064025283644,1,1,1,2,0,0,1,4,1,2,0,5,6,5,1992,1992,1,1,6,6,2,0.0,4,3,2,4,3,0,2,6.893656354602635,6,0.0,6.39024066706535,1580.0,1,5,1,4,6.983789965258135,6.774223886357614,0.0,7.577121930876679,1,0.0,2,1,3,0.6931471805599453,4,9,6,2,2,1,1992.0,0,2,501,3,3,2,5.37989735354046,5.44673737166631,0.0,0.0,0.0,0.0,0,4,1,0.0,6,2007,8,4,240000.0,8.169902647359145,4,15,15,2.772588722239781,11,5.37989735354046,250.5,3.302942094406966,6.104793232414985,0.0,1,0.6931471805599453,0.6931471805599453,0,12.388398368982115
386,4.787491742782046,3,3.7612001156935624,8.065265208897733,1,1,3,3,0,4,0,0,2,2,4,2,8,5,2004,2005,1,1,12,13,1,2.833213344056216,4,3,2,4,3,3,2,3.2188758248682006,6,0.0,7.117205503164344,1256.0,1,5,1,4,7.1459844677143876,0.0,0.0,7.1459844677143876,0,0.0,2,0,2,0.6931471805599453,4,6,6,1,3,1,2004.0,0,2,430,3,3,2,4.990432586778736,3.044522437723423,0.0,0.0,4.976733742420574,0.0,0,4,1,0.0,4,2010,8,4,192000.0,7.83399634170946,2,6,5,1.9459101490553132,13,5.354224998486333,215.0,0.9192807411833445,5.739792912179234,0.0,1,0.6931471805599453,0.6931471805599453,1,12.165255859329688
387,3.912023005428146,3,4.060443010546419,9.037176752966994,1,1,3,3,0,2,0,7,1,2,0,0,5,3,1910,1996,2,1,13,13,2,0.0,3,2,2,3,3,3,6,0.0,6,0.0,6.490723534502507,658.0,1,3,1,4,6.489204931325317,6.267200548541362,0.0,7.076653815443951,0,0.0,1,0,5,0.6931471805599453,3,8,6,0,0,6,0.0,1,0,0,0,0,0,0.0,5.0238805208462765,0.0,0.0,0.0,0.0,0,4,1,0.0,5,2006,8,1,81000.0,7.518607216815252,1,96,10,7.604396348796338,8,4.997212273764115,0.0,1.9605229375230426,5.0238805208462765,0.0,0,0.6931471805599453,0.0,0,11.302216779257382
388,4.382026634673881,3,4.276666119016055,8.881836305004146,1,1,3,3,0,4,0,7,2,2,0,7,6,6,1976,1976,3,1,8,8,1,5.545177444479562,3,3,1,3,3,0,0,6.448889394146858,6,0.0,6.018593214496234,1041.0,1,5,1,4,7.025538314638521,0.0,0.0,7.025538314638521,1,0.0,1,0,3,0.6931471805599453,3,6,6,1,2,5,1977.0,3,1,352,3,3,2,5.6937321388027,0.0,0.0,0.0,0.0,0.0,0,1,1,0.0,10,2009,8,0,125000.0,7.680637427560936,2,33,33,3.4965075614664802,12,5.233778845410465,352.0,1.8562979903656263,5.6937321388027,0.0,1,0.6931471805599453,0.6931471805599453,1,11.736077016252437
389,2.995732273553991,3,4.532599493153256,9.146548238888403,1,1,0,3,0,1,0,5,2,2,0,2,7,5,1999,2000,1,1,12,13,1,4.836281906951478,4,3,2,4,3,3,6,0.0,6,0.0,7.292337176173877,1468.0,1,5,1,4,7.2991214627108,0.0,0.0,7.2991214627108,0,0.0,2,0,3,0.6931471805599453,4,6,6,0,0,1,1999.0,2,2,577,3,3,2,4.795790545596741,3.258096538021482,0.0,0.0,0.0,0.0,0,4,1,0.0,7,2008,8,4,191000.0,7.988542982737695,2,9,8,2.302585092994046,12,5.5073619934827445,288.5,1.8474267761776035,4.983606621708336,0.0,0,0.6931471805599453,0.6931471805599453,1,12.160033942617156
390,4.0943445622221,3,4.564348191467836,9.431401757086068,1,1,3,3,0,4,0,16,2,2,0,5,10,5,2007,2008,1,1,12,13,3,5.60947179518496,5,3,2,5,3,0,2,7.155396301896734,6,0.0,5.998936561946683,1682.0,1,5,1,4,7.462789157412448,6.3818160174060985,0.0,7.754481547470383,1,0.0,2,1,3,0.6931471805599453,5,9,6,1,5,3,2008.0,0,3,846,3,3,2,5.2832037287379885,4.90527477843843,0.0,0.0,0.0,0.0,0,4,1,0.0,8,2008,6,5,426000.0,8.297543529356284,4,1,0,0.0,15,5.557256970134164,282.0,1.676920209615685,5.802118375377063,0.0,1,0.6931471805599453,0.6931471805599453,1,12.962196972666593
391,3.912023005428146,3,3.912023005428146,9.036582045842716,1,0,3,3,0,4,0,7,2,2,0,0,5,8,1900,1950,1,1,8,8,2,0.0,3,3,0,3,4,3,5,5.488937726156687,1,5.971261839790462,5.438079308923196,861.0,1,5,1,4,6.8679744089702925,6.008813185442595,0.0,7.220373836723949,1,0.0,1,0,4,0.6931471805599453,3,7,6,0,0,5,1978.0,3,1,384,3,3,2,0.0,4.875197323201151,4.727387818712341,0.0,0.0,0.0,0,2,1,0.0,4,2008,8,4,119000.0,7.708859601047175,2,108,58,3.4339872044851463,13,5.274463687668637,384.0,1.8162082091187663,5.493061443340548,0.0,0,0.6931471805599453,0.6931471805599453,0,11.686887175419702
392,4.0943445622221,3,4.2626798770413155,9.409928663668856,1,1,0,3,0,1,0,11,2,2,0,5,6,5,2001,2002,1,1,12,13,2,0.0,3,3,2,5,3,3,0,6.53813982376767,6,0.0,4.74493212836325,804.0,1,5,1,4,6.6895992691789665,7.05444965813294,0.0,7.581209826196346,1,0.0,2,1,3,0.6931471805599453,4,7,6,1,3,3,2001.0,0,2,560,3,3,2,4.836281906951478,5.262690188904886,0.0,0.0,0.0,0.0,0,4,1,0.0,6,2009,8,4,215000.0,7.9247959139564355,4,8,7,2.1972245773362196,11,5.635299677141033,280.0,1.8287188374725092,5.762051382780177,0.0,1,0.6931471805599453,0.6931471805599453,0,12.278397958261774
393,2.995732273553991,3,4.290459441148391,9.028698584086985,1,1,0,3,0,4,0,12,2,2,0,2,5,7,1959,1959,1,1,8,8,2,0.0,3,3,3,0,0,4,4,0.0,4,0.0,0.0,0.0,1,3,1,4,6.782192056006791,0.0,0.0,6.782192056006791,0,0.0,1,0,3,0.6931471805599453,3,5,6,0,0,1,1959.0,2,1,294,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0,2,3,7.0909098220799835,7,2007,8,4,106500.0,6.782192056006791,1,48,48,3.8918202981106265,12,5.172754143572691,294.0,2.246506528080194,0.0,0.0,0,0.0,0.6931471805599453,0,11.575909653758895
394,3.4011973816621555,3,3.9512437185814275,8.915432254432663,1,1,3,3,0,0,0,3,1,2,0,2,4,5,1941,1950,1,1,14,15,2,0.0,3,3,1,3,3,3,5,5.58724865840025,6,0.0,6.259581464064923,788.0,1,3,1,0,6.669498089857879,0.0,0.0,6.669498089857879,0,0.0,1,0,2,0.6931471805599453,3,4,6,2,3,6,0.0,1,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0.0,4,2006,8,0,100000.0,7.362645270417825,1,65,56,7.604396348796338,9,5.2832037287379885,0.0,2.2459341645747832,0.0,0.0,1,0.6931471805599453,0.0,0,11.51293546492023
395,3.912023005428146,3,4.0943445622221,9.223651386035854,1,1,3,3,0,4,0,17,2,2,0,0,5,6,1940,1950,1,1,8,8,2,0.0,3,3,1,3,3,3,6,0.0,6,0.0,6.601230118728877,735.0,1,4,1,0,6.5998704992128365,5.703782474656201,0.0,6.9411900550683745,0,0.0,1,0,2,0.6931471805599453,3,5,6,0,0,5,1940.0,3,1,240,3,3,2,0.0,3.6888794541139363,0.0,0.0,0.0,0.0,0,4,1,0.0,7,2007,8,4,109000.0,7.478169694159785,1,67,57,4.219507705176107,11,5.331752142634274,240.0,2.2824613309674806,3.6888794541139363,0.0,0,0.6931471805599453,0.6931471805599453,0,11.599112335481124
396,2.995732273553991,3,4.219507705176107,9.166492972195906,1,1,3,3,0,4,0,7,2,2,0,2,5,6,1956,1956,1,1,13,14,2,0.0,3,3,1,3,3,0,1,6.606650186198215,6,0.0,6.0063531596017325,1144.0,1,3,1,4,7.042286171939743,0.0,0.0,7.042286171939743,1,0.0,1,0,3,0.6931471805599453,3,6,6,0,0,1,1956.0,3,1,596,3,3,2,3.8066624897703196,0.0,0.0,0.0,0.0,0.0,0,4,1,0.0,6,2010,8,4,129000.0,7.7354333524996886,2,54,54,4.007333185232471,11,5.250526702711688,596.0,2.124206800256163,3.8066624897703196,0.0,0,0.6931471805599453,0.6931471805599453,0,11.767575435251748
397,2.995732273553991,3,4.0943445622221,8.881836305004146,1,1,3,2,0,4,0,5,2,2,0,2,5,5,1972,1972,3,1,8,8,2,0.0,3,3,1,3,3,0,5,6.656726524178391,6,0.0,4.770684624465665,894.0,1,3,1,4,6.795705775173514,0.0,0.0,6.795705775173514,0,0.0,1,0,2,0.6931471805599453,3,6,6,0,0,5,1985.0,2,2,600,3,3,2,5.375278407684165,0.0,0.0,0.0,0.0,0.0,0,4,1,0.0,9,2009,8,4,123000.0,7.488852955733459,1,37,37,3.2188758248682006,10,5.003946305945459,300.0,2.0861305298306325,5.375278407684165,0.0,0,0.6931471805599453,0.6931471805599453,0,11.719947764402807
398,4.0943445622221,3,4.23410650459726,8.934586870389676,1,1,3,3,0,4,0,12,4,2,0,5,5,5,1962,1962,1,1,12,13,1,5.666426688112432,3,3,1,3,3,3,0,6.293419278846481,6,0.0,5.783825182329737,864.0,1,3,1,4,6.775366090936392,6.842683282238422,0.0,7.502186486602924,0,0.0,2,0,4,0.6931471805599453,3,8,6,1,3,1,1962.0,2,1,264,3,3,2,0.0,5.1298987149230735,0.0,0.0,0.0,0.0,0,4,1,0.0,7,2007,8,4,169500.0,7.892078421248119,2,45,45,3.828641396489095,10,5.422744944923089,264.0,1.432400383786751,5.1298987149230735,0.0,1,0.6931471805599453,0.6931471805599453,1,12.040614105490253
399,3.4011973816621555,4,4.0943445622221,9.101306450952048,1,1,3,3,0,0,0,9,2,2,0,2,5,2,1920,1950,1,1,8,8,2,0.0,3,2,0,2,1,3,6,0.0,6,0.0,6.8690144506657065,961.0,1,4,1,3,6.981934677156389,0.0,0.0,6.981934677156389,0,0.0,1,0,2,0.6931471805599453,3,6,1,0,0,5,1920.0,3,1,338,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,1,0.0,11,2007,8,0,67000.0,7.61972421378267,1,87,57,4.477336814478207,7,5.190175207928333,338.0,2.1193717737956588,0.0,0.0,0,0.6931471805599453,0.6931471805599453,0,11.112462823634855
400,4.0943445622221,1,4.174387269895637,9.002701007197938,1,1,3,3,0,4,0,21,2,2,0,5,7,5,2006,2007,1,1,5,5,3,4.61512051684126,4,3,2,4,3,3,2,6.70073110954781,6,0.0,5.638354669333745,1092.0,1,5,1,4,7.013915474810528,6.0844994130751715,0.0,7.346010209913293,1,0.0,2,0,2,0.6931471805599453,4,7,6,0,0,1,2007.0,0,2,438,3,3,2,0.0,5.1298987149230735,0.0,0.0,0.0,0.0,0,4,1,0.0,10,2009,8,4,241000.0,7.879291485082271,3,3,2,1.0986122886681098,12,5.400100060857979,219.0,1.656690797284646,5.1298987149230735,0.0,0,0.6931471805599453,0.6931471805599453,1,12.392556361841777
401,4.787491742782046,3,3.6375861597263857,9.61333576618342,1,1,1,3,0,4,0,24,2,2,4,2,8,5,1996,1996,1,1,3,3,2,0.0,4,3,2,4,3,3,2,6.668228248417403,6,0.0,6.163314804034641,1260.0,1,5,1,4,7.160845906664299,0.0,0.0,7.160845906664299,1,0.0,1,1,1,0.6931471805599453,5,4,6,2,4,1,1996.0,0,2,500,3,3,2,4.795790545596741,3.4339872044851463,0.0,0.0,5.41610040220442,0.0,0,4,1,0.0,12,2008,8,4,245500.0,7.843064016692054,3,12,12,2.5649493574615367,13,5.7745515455444085,250.0,2.4524898595191202,5.926926025970411,0.0,1,0.6931471805599453,0.6931471805599453,0,12.411056299528171
402,2.995732273553991,3,4.174387269895637,9.078749951588586,1,1,0,3,0,4,0,5,2,2,0,2,7,5,2005,2005,1,1,12,13,2,0.0,4,3,2,4,3,0,2,3.2188758248682006,6,0.0,7.160069207596127,1310.0,1,5,1,4,7.177782416195197,0.0,0.0,7.177782416195197,0,0.0,2,0,3,0.6931471805599453,4,6,6,1,4,1,2005.0,0,2,400,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0,4,1,0.0,7,2006,6,5,164990.0,7.8709295967551425,2,1,1,0.6931471805599453,12,5.386022946967143,200.0,1.9009675353933884,0.0,0.0,1,0.6931471805599453,0.6931471805599453,0,12.013646205940514
403,3.4011973816621555,3,4.0943445622221,9.230142999272362,1,1,3,3,0,4,0,19,2,2,0,2,5,8,1940,1997,1,1,13,14,2,0.0,3,3,2,3,3,3,6,0.0,6,0.0,6.511745329644728,672.0,1,5,1,4,6.51025834052315,0.0,0.0,6.51025834052315,0,0.0,1,0,2,0.6931471805599453,3,4,6,0,0,5,1940.0,3,1,240,3,3,0,5.1298987149230735,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,8,2008,8,4,108000.0,7.203405521083095,1,68,11,4.23410650459726,13,5.123963979403259,240.0,2.719884658749213,5.1298987149230735,0.0,0,0.6931471805599453,0.6931471805599453,0,11.58989576532275
404,4.0943445622221,3,4.532599493153256,9.400133943608838,1,1,3,3,0,0,0,15,2,2,0,5,8,5,1998,1998,3,1,12,13,1,6.478509642208569,4,3,2,4,3,3,6,0.0,6,0.0,7.040536390215956,1141.0,1,4,1,4,7.060476365999801,7.002155954403621,0.0,7.724446645633537,0,0.0,2,1,4,0.6931471805599453,4,10,6,1,3,3,1998.0,0,2,420,3,3,2,4.976733742420574,4.820281565605037,0.0,0.0,0.0,0.0,0,4,1,0.0,7,2006,8,0,258000.0,8.132706489693264,3,8,8,2.1972245773362196,13,5.421861552639491,210.0,1.675687297975301,5.5909869805108565,0.0,1,0.6931471805599453,0.6931471805599453,1,12.460718739865236
405,4.0943445622221,3,4.174387269895637,9.246093541682,1,1,0,3,0,4,0,8,2,2,0,5,6,5,1995,1996,1,1,8,8,2,0.0,3,3,2,4,3,3,6,0.0,6,0.0,6.693323668269949,806.0,1,4,1,4,6.692083742506628,6.642486801367256,0.0,7.360103972989152,0,0.0,2,1,3,0.6931471805599453,3,7,6,1,3,3,1995.0,0,2,373,3,3,2,0.0,3.713572066704308,0.0,0.0,0.0,0.0,0,4,1,0.0,5,2007,8,4,168000.0,7.774015077250727,3,12,11,2.5649493574615367,11,5.4141938239338385,186.5,1.8859895686928487,3.713572066704308,0.0,1,0.6931471805599453,0.6931471805599453,0,12.031725210748633
